"","Misc","SpeechBody","SpeechID","ParliamentaryRole","Speaker","SpeakerID","Date","id"
"13343","
"," Ευχαριστώ, κύριε Πρόεδρε.
Δεν θέλω να αφήσω τίποτα αναπάντητο. Είναι τόσο μικρό το ποσό στη δυτική Ελλάδα, γιατί αφορά μόνο εντομοαπωθητικά που είναι χαμηλής αξίας. 
Είπα και επαναλαμβάνω, κύριε συνάδελφε: Μα, υπάρχει και το ποσό αποζημίωσης θανόντων ζώων στην κοινή υπουργική απόφαση. Υπάρχει η συγκεκριμένη διαδικασία που υλοποιεί η κεντρική υπηρεσία με τις περιφερειακές υπηρεσίες. Θα υπάρξουν αποζημιώσεις και το λέω πάρα πολύ καθαρά. Το λέω δεύτερη φορά, γιατί είπατε ότι δεν απάντησα.
Δεύτερον, συμφωνώ απόλυτα με αυτά που είπατε για τις κτηνιατρικές υπηρεσίες εν γένει, εν τω συνόλω, και κεντρικές και αποκεντρωμένες και περιφερειακές. Χθες είχαμε μια τρίωρη συνεργασία και με το Σύλλογο των Κτηνιάτρων και τις επόμενες μέρες πιστεύω ότι θα αρχίσουμε με συγκεκριμένα βήματα και θα διαμορφώσουμε πολύ γρήγορα, άμεσα, μια τελείως διαφορετική εικόνα απ’ αυτήν που επικρατεί εδώ και ένα-δυο χρόνια. Γιατί είναι σωστό ό,τι είπατε. Καταβάλλονται υπεράνθρωπες προσπάθειες, υπάρχει ανορθολογική κατανομή, αλλά θα έχουμε βοήθειες, θα μπει μπροστά και ο κτηνίατρος εκτροφής και πολύ γρήγορα θα δημιουργήσουμε ένα νέο τοπίο άμεσα και όχι στο απώτερο μέλλον. 
Τρίτον, δεν έγινε καμμία κουβέντα για εμβόλιο. Έχουμε ακούσει την πανεπιστημιακή κοινότητα. Έχουμε βρει ποιος ορός είναι ο κατάλληλος για εμβολιασμό στην ελληνική περίπτωση. Είναι από Ισπανία, αν σας ενδιαφέρει. Υπάρχουν όλες οι συζητήσεις και οι συνεννοήσεις, αλλά δεν έχει ληφθεί καμμία απόφαση. Είναι πολύ σοβαρή η απόφαση για εμβολιασμό, διότι πρέπει να εμβολιάζεις καθολικά όλο το ζωικό κεφάλαιο επί πέντε χρόνια και αυτό έχει συνέπεια για μια χώρα που στην αιγοπροβατοτροφία της στηρίζει πάρα μα πάρα πολλά, μεταξύ των άλλων και την ελληνική φέτα. 
Άρα, λοιπόν, δεν έχει ληφθεί καμμία τέτοια απόφαση για εμβολιασμό. Απλώς έχουμε κάνει όλη την προεργασία, αν και εφόσον χρειαστεί. 
Πάω στις εξισωτικές. Κύριε συνάδελφε, αυτά που λέτε ίσχυαν μέχρι χθες.  Όμως, από τις 31 Αυγούστου, δηλαδή πρακτικά από την Παρασκευή 29 Αυγούστου, έληξε η υποβολή ενστάσεων από τους κτηνοτρόφους. 
Ξεκίνησε από χθες –συνεχίζεται σήμερα και θα συνεχιστεί τις επόμενες ημέρες- η καταβολή ποσών που προέρχονται από διορθώσεις που έχουμε κάνει μετά τις ενστάσεις. Αυτό θα συνεχιστεί μέσα στο Σεπτέμβρη. Πιστεύουμε ότι πριν τα τέλη Σεπτέμβρη θα έχουμε αποκαταστήσει ένα μεγάλο μέρος των προβλημάτων, ειδικά για την εξισωτική του 2013. Ήδη χιλιάδες κτηνοτρόφοι αυτήν τη στιγμή έχουν πληρωθεί με σημαντικά ποσά. Αυτήν τη στιγμή –σας το λέω υπεύθυνα- δεν υπάρχει ούτε ένας κτηνοτρόφος που έλαβε εξισωτική το 2012 και δεν έχει λάβει εξισωτική το 2013 τουλάχιστον πάνω από 40%. Αυτό σας το λέω για να το ξέρετε. Θα το διαπιστώσετε τις επόμενες ημέρες. Απλά, έχω μια πρωθύστερη ενημέρωση. 
Δεύτερον, η ενιαία ενίσχυση του 2014, η προκαταβολή θα πληρωθεί κανονικά μέσα στον Οκτώβρη και η αποπληρωμή το Δεκέμβριο. 
Τρίτον, θα ακολουθήσει η πληρωμή των βιολογικών προγραμμάτων, μιλώντας πάντα για την κτηνοτροφία. 
Στη συνέχεια, πρέπει να πω κάτι πολύ σημαντικό μέσω υμών που ρωτάτε σήμερα προς την Εθνική Αντιπροσωπεία και προς τους Έλληνες κτηνοτρόφους: Το Διοικητικό της Συμβούλιο της Πανελλήνιας Ένωσης Κτηνοτρόφων, με την οποία συναντήθηκα πριν από δέκα μέρες, γνωρίζει ότι καταβάλλουμε μια αγωνιώδη προσπάθεια, προκειμένου να καταφέρουμε να πληρώσουμε εντός του Δεκεμβρίου του 2014 και την εξισωτική του 2014. Συνολικά, ο στόχος της πολιτικής ηγεσίας του Υπουργείου Αγροτικής Ανάπτυξης και Τροφίμων είναι φέτος η εξισωτική να ανέλθει ως συνολική πληρωμή στο διπλάσιο αυτής του 2012, στα 260 εκατομμύρια ευρώ, τελικά δηλαδή ο κάθε κτηνοτρόφος να πάρει τα διπλάσια λεφτά από αυτά που πήρε πέρσι στην εξισωτική. 
Τρίτο και πιο σημαντικό, όπως οι ίδιοι οι κτηνοτρόφοι λένε ότι γίνονται όλες οι απαραίτητες ενέργειες. Κάνουμε προσομοίωση της διάταξης που τον Απρίλη ψηφίσαμε στη Βουλή για τα βοσκοτόπια για να δούμε πως εφαρμόζεται η διάταξη και η τροπολογία που πέρασε –κύριε Πρόεδρε, θυμάστε, γιατί εσείς προεδρεύατε, εγώ ήμουν Κοινοβουλευτικός Εκπρόσωπος τότε- από τη Βουλή. Αν υπάρχουν προβλήματα περαιτέρω θα προβούμε σε επιπλέον ρύθμιση αν χρειαστεί, γιατί ο στόχος είναι ένας: Την 1η Ιανουαρίου 2015 να μην υπάρχει κανένα πρόβλημα με τα βοσκοτόπια και να μην είναι χάρισμα η πληρωμή της εξισωτικής του 2014, αλλά η εξισωτική από το 2015 και μετά με τη νέα ΚΑΠ να πληρώνεται κάθε χρόνο στη χρονιά της. 
Θυμίζω, κύριε Πρόεδρε και κύριε συνάδελφε, ότι μιλάμε για την εξισωτική του 2013. Πρέπει, λοιπόν, να βρούμε ένα βηματισμό με το χρόνο. Αυτός είναι ο στόχος του Υπουργείου. Θέλω να πιστεύω ότι με τη μεγάλη και ηρωική προσπάθεια που καταβάλλουν τα στελέχη του Υπουργείου και του ΟΠΕΚΕΠΕ και με τη συνεργασία της ΠΕΚ και της ΣΕΚ των συλλογικών εκφράσεων των κτηνοτρόφων θα μπορέσουμε να πετύχουμε αυτούς τους πολύ φιλόδοξους στόχους. 
Ευχαριστώ πολύ.",17451,""," ΠΑΡΑΣΚΕΥΑΣ ΚΟΥΚΟΥΛΟΠΟΥΛΟΣ",136,"",136
"13344","
"," Τελικά, ήταν γενικευμένη ερώτηση για την κτηνοτροφία. 
Συνεχίζουμε με την πέμπτη με αριθμό 55/28-8-2014 επίκαιρη ερώτηση του Βουλευτή Β’ Αθηνών των Ανεξάρτητων Δημοκρατικών Βουλευτών κ. Βασίλειου Καπερνάρου προς τον Υπουργό Εξωτερικών, σχετικά με τη «γερμανική αυθαίρετη ανάμειξη στην εξωτερική-εθνική μας πολιτική» .
Στην επίκαιρη ερώτηση θα απαντήσει ο Υφυπουργός Εξωτερικών κ. Κυριάκος Γεροντόπουλος. 
Κύριε συνάδελφε, έχετε τον λόγο για δύο λεπτά.",17452,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13345"," 
"," Ευχαριστώ, κύριε Πρόεδρε. 
Κύριε Υπουργέ, το θέμα το δικό μας δεν έχει να κάνει με λεφτά, δεν έχει να κάνει με οικονομικά θέματα, παρά μόνο με εθνικά και θέματα εθνικής αξιοπρέπειας. 
Όπως θα έχετε διαβάσει –πιστεύω- προσεκτικά την επίκαιρη ερώτηση μας, αφορά τη γερμανική αυθαίρετη ανάμειξη στην εξωτερική-εθνική μας πολιτική. Η κ. Μέρκελ με άγνωστο σε εμάς τρόπο, με άγνωστη σε εμάς θεσμική ιδιότητα, με άγνωστο σε εμάς θεσμικό δικαίωμα συγκάλεσε στο Βερολίνο, την πρωτεύουσα της χώρας της, ένα συμβούλιο των χωρών των δυτικών Βαλκανίων. 
Αυτό μαθεύτηκε διότι υπεκρύπτετο ως απόκρυφο γεγονός και βγήκε στη δημοσιότητα μόνο από μία εφημερίδα, «ΤΟ ΠΑΡΟΝ». Βεβαίως, μερικώς πολλαπλασιάστηκε ως είδηση. Αυτό το γεγονός έχει να κάνει με την εξωτερική μας πολιτική, την ανησυχητική μέχρι τώρα κατάσταση όσον αφορά το θέμα των Σκοπίων και την ονομασία τους, όσον αφορά την ένταξη στο ΝΑΤΟ και την ύπαρξή του.
Καθίσταται περισσότερο ανησυχητική η υπόθεση αυτή, διότι τελούμε εν αγνοία, είμαστε σε ένα απόλυτο σκοτάδι, είμαστε στην απόλυτη ανενημερότητα του τι γίνεται γύρω από αυτό το θέμα. Διαβουλεύσεις γίνονται, συζητήσεις γίνονται, συμβούλια γίνονται, ο Νίμιτς πηγαινοέρχεται, υπάρχουν διάφορα δημοσιεύματα και ακόμα γι’ αυτά τα θέματα που αφορούν –επαναλαμβάνω- την εθνική μας υπερηφάνεια και αξιοπρέπεια, την ελληνική μας πολιτική, εμείς είμαστε στο σκοτάδι.
Γι’ αυτό και σας ρωτούμε: Τι έγινε; Τι ειπώθηκε εκεί; Ενημερωθήκατε; Είχε προσκληθεί η ελληνική Κυβέρνηση, το ελληνικό κράτος; Είχαμε προσκληθεί εμείς να πάμε; Και αν δεν πήγαμε, γιατί δεν πήγαμε; Σας ερωτώ σαν ένας ανενημέρωτος, ως υπάρχων στο σκότος περί αυτού, Βουλευτής, που πιστεύω –όχι απλώς νομίζω- ότι σε αυτή τη θέση είναι και άλλοι συνάδελφοί μου.",17453,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13346"," 
"," Κύριε Υπουργέ, έχετε τον λόγο για τρία λεπτά.",17454,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13347","
"," Κύριε συνάδελφε, θέτετε ένα θέμα σημαντικό και βεβαίως να ξέρετε ότι το θέμα της ονομασίας των Σκοπίων είναι κάτι το οποίο ενδιαφέρει και είναι από τα πρώτα θέματα της ελληνικής εξωτερικής πολιτικής. 
Κατά σύμπτωση, θέλω να σας πω ότι την τελευταία φορά που η χώρα μας συνέπεσε να βρίσκεται σε διεθνή συνάντηση παράλληλα με τα Σκόπια, ήμουν εγώ αυτός που εκπροσωπούσε την Ελλάδα. Συνέβη στις 26 Ιουνίου του τρέχοντος έτους στη Σύνοδο Κορυφής των χωρών της Νοτιοανατολικής Ευρώπης, των Βαλκανίων, που έγινε στο Βουκουρέστι. Εκεί συμμετείχαν έξι Πρόεδροι Δημοκρατίας, δύο αναπληρωτές Πρωθυπουργοί και παρά τις προσπάθειες όλων, αλλά και τις έντονες πιέσεις που ασκήθηκαν από διάφορες πλευρές, η ξεκάθαρη και σθεναρή θέση της χώρας μας δεν επέτρεψε στο κείμενο των συμπερασμάτων να υπάρξει η παραμικρή αναφορά στην ευρωπαϊκή προοπτική των Σκοπίων.
Όλα αυτά βεβαίως έγιναν σε συνεννόηση με τον Υπουργό Εξωτερικών κ. Βενιζέλο. Τους δώσαμε να καταλάβουν ότι η ευρωπαϊκή τους πορεία περνάει υποχρεωτικά από την Αθήνα.
Τώρα, ως προς τη Διάσκεψη Κορυφής στην οποία αναφερθήκατε, η Διάσκεψη Κορυφής για τα Δυτικά Βαλκάνια που πραγματοποιήθηκε στις 28 Αυγούστου, πριν από μερικές μέρες, στο Βερολίνο, αποτέλεσε πρωτοβουλία της γερμανικής Καγκελαρίας. Προσκλήθηκαν Πρωθυπουργοί, Υπουργοί Εξωτερικών και Υπουργοί Οικονομίας των χωρών των Δυτικών Βαλκανίων, επίσης της Αυστρίας και της Γαλλίας ως κρατών που έχουν αναλάβει να διοργανώσουν τις επόμενες Διασκέψεις Κορυφής για το μέλλον των Δυτικών Βαλκανίων. 
Στη Διάσκεψη δεν εκπροσωπήθηκε η χώρα μας, αλλά ούτε και δύο κράτη-μέλη της Ευρωπαϊκής Ένωσης των βαλκανικών χωρών, δηλαδή η Βουλγαρία και η Ρουμανία. Σημειώνεται, επίσης, ότι δεν προσκλήθηκε και η νυν προεδρεύουσα του Ευρωπαϊκού Συμβουλίου Ιταλία. Η ατζέντα της Συνόδου αυτής περιελάμβανε θέματα περιφερειακής συνεργασίας, σχέσεων καλής γειτονίας και προώθησης της οικονομικής ανάπτυξης, με στόχο τη διευκόλυνση της ευρωπαϊκής πορείας των Δυτικών Βαλκανίων. 
Η Ελλάδα υποστηρίζει σταθερά και βάσει στρατηγικής επιλογής την ευρωπαϊκή προοπτική των Δυτικών Βαλκανίων. Συνεπής στη στρατηγική αυτή, η χώρα μας διοργάνωσε στις 8 Μαΐου του τρέχοντος έτους, υπό την ιδιότητα της προεδρεύουσας χώρας του Συμβουλίου της Ευρωπαϊκής Ένωσης, μία ιδιαίτερα επιτυχή Διάσκεψη Ευρωπαϊκής Ένωσης Δυτικών Βαλκανίων σε επίπεδο Υπουργών Εξωτερικών και αυτό έγινε στη Θεσσαλονίκη. 
 (Στο σημείο αυτό κτυπάει το κουδούνι λήξεως του χρόνου ομιλίας του κυρίου Υφυπουργού)
Σε αυτή συζητήθηκαν πολιτικές και επιχειρησιακές πτυχές της ευρωπαϊκής ολοκλήρωσης των χωρών της περιοχής, πιστοποιήθηκε η δέσμευση της Ευρωπαϊκής Ένωσης στην ευρωπαϊκή προοπτική των Δυτικών Βαλκανίων, αλλά και η προσήλωση των χωρών αυτών στις μεταρρυθμιστικές προσπάθειες που απαιτούνται. 
Βεβαίως, η ενταξιακή διαδικασία σε κάθε φάση της διέπεται από καθιερωμένους όρους και προϋποθέσεις που θα πρέπει να εκπληρωθούν από όλες τις χώρες που επιθυμούν να ενταχθούν στην Ευρωπαϊκή Ένωση. Ειδικά ως προς τα Σκόπια, βασικό προαπαιτούμενο είναι ο σεβασμός των σχέσεων καλής γειτονίας, συμπεριλαμβανομένης και της επίλυσης του ονοματολογικού. 
Σε σχέση με την Πρώην Γιουγκοσλαβική Δημοκρατία της Μακεδονίας, εκκρεμούν και άλλα κρίσιμα θέματα, τα οποία έχουν επισημανθεί στα σχετικά συμπεράσματα του Ευρωπαϊκού Συμβουλίου του Δεκεμβρίου του 2013. 
(Στο σημείο αυτό χτυπά το κουδούνι λήξεως του χρόνου ομιλίας του κυρίου Υφυπουργού)
Ως προς το ζήτημα του ονόματος της Πρώην Γιουγκοσλαβικής Δημοκρατίας της Μακεδονίας, η Ελλάδα στηρίζει τη διαπραγματευτική διαδικασία υπό τον Γενικό γραμματέα των Ηνωμένων Εθνών μέσω του προσωπικού απεσταλμένου του Πρέσβη κ. Νίμιτς. 
Η Ελλάδα συμμετέχει στη διαδικασία αυτή με καλή θέληση και εποικοδομητική διάθεση, χωρίς να υφίσταται πίεση από κανέναν παράγοντα της διεθνούς κοινότητας, με μοναδικό γνώμονα την εξεύρεση οριστικής, βιώσιμης και κοινά αποδεκτής λύσης. Βεβαίως, έχουμε βάλει τις δικές μας κόκκινες γραμμές.",17455,""," ΚΥΡΙΑΚΟΣ ΓΕΡΟΝΤΟΠΟΥΛΟΣ",49,"",49
"13348","
"," Έχετε και τη δευτερολογία σας, κύριε Υπουργέ.",17456,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13349"," 
"," Δώστε μου μόνο λίγα δευτερόλεπτα. 
Όπως κατ’ επανάληψη έχουμε τονίσει, το ζήτημα της ονομασίας δεν είναι διμερές, αλλά ένα ζήτημα σεβασμού του διεθνούς δικαίου, ένα θέμα που άπτεται των σχέσεων καλής γειτονίας και της περιφερειακής σταθερότητας. 
Η ελληνική θέση έχει αποτυπωθεί με απόλυτη σαφήνεια και συνιστά μία υπεύθυνη τοποθέτηση, σύμφωνη όχι μόνο με τις ελληνικές ευαισθησίες αλλά και με τις ευρωπαϊκές αντιλήψεις και τη διεθνή νομιμότητα.",17457,""," ΚΥΡΙΑΚΟΣ ΓΕΡΟΝΤΟΠΟΥΛΟΣ",49,"",49
"13350","
"," Έχετε τον λόγο, κύριε Καπερνάρο, για τρία λεπτά",17458,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13351"," 
"," Ευχαριστώ.
Κύριε Υπουργέ, τις προάλλες η Μέρκελ απεκάλεσε τα Σκόπια «Macedonia». Ποια ευρωπαϊκή προοπτική των Σκοπιανών περνάει από την Αθήνα; Προφανέστατα –δεν μου αρέσει η λέξη «προφανώς», στα νομικά δεν υπάρχει, δεν έχει οντότητα- τα Σκόπια έχουν οντότητα και ο δρόμος τους περνάει από το Βερολίνο, κύριε Υπουργέ. 
Είναι θρασύτατη η συμπεριφορά αυτού του κρατιδίου. Είναι χλευαστική η συμπεριφορά του απέναντι σε εμάς. Εγώ –αν θέλετε- δέχομαι τη θέση τους, διότι διαχειρίζονται την κατάστασή τους, τη φτώχεια τους αν θέλετε, την ανάγκη τους αν θέλετε, την όποια κατάστασή τους. Όμως, αυτό το κρατίδιο έχει σηκώσει ανάστημα και μας προσβάλλει. Δεν το συνειδητοποιείτε; 
Σας παρακαλώ να ρωτήσετε και τον τελευταίο Έλληνα. Είναι συμπεριφορά αυτή του Γκρουέφσκι; Είναι συμπεριφορές αυτές τώρα σε σχέση και με τις ανασκαφές στην Αμφίπολη; Δεν με ενδιαφέρει τι κάνει αυτό το κρατίδιο. Εμείς τι κάνουμε; Εμείς τι κάνουμε, όταν η διαβίωσή τους εξαρτάται από το λιμάνι της Θεσσαλονίκης;
Παρά ταύτα, για να μην απλωθούμε σε άλλα θέματα, εγώ ρωτώ το εξής: Δεν πήγαμε. Προσκληθήκαμε και δεν πήγαμε ή δεν προσκληθήκαμε; Εάν δεν προσκληθήκαμε, δεν προσκλήθηκαν και η Βουλγαρία και η Ρουμανία, διότι είπαν οι εφημερίδες ότι προσεκλήθησαν τα Δυτικά Βαλκάνια. Για ποιο λόγο; Ήταν ή δεν ήταν υποχρεωμένη η Μέρκελ να μας ενημερώσει; Το έκανε χωρίς καμμία ιδιότητα. Με ποια θεσμική ιδιότητα, με ποιο θεσμικό δικαίωμα συνεκάλεσε αυτό το Συμβούλιο στο Βερολίνο; Μας ενημέρωσε; Μας είπε για ποιο λόγο συγκαλεί αυτό το Συμβούλιο στο Βερολίνο; Όχι! 
Και δεν μας ενημέρωσε, διότι θα μας ενημερώνατε εσείς πιστεύω. Εκτός εάν κάνετε κρυφή διπλωματία, εκτός αν έχετε κρυφή ατζέντα και άλλα λέτε σε εμάς –σε εμάς δεν λέτε τίποτα, εννοώ στις προσφιλείς σας εφημερίδες- και άλλα κάνετε. Αυτό είναι ένα άλλο θέμα. Πείτε το μας, όμως. Δεν είναι δυνατόν το ελληνικό Κοινοβούλιο να τελεί εν αγνοία αυτών των τεκταινομένων, διότι δεν είναι ένα θέμα οικονομικό. Αφορούν –επαναλαμβάνω- την εθνική μας αξιοπρέπεια, την εθνική μας υπερηφάνεια και την εθνική μας υπόσταση, έτσι ώστε να συνειδητοποιήσουμε εάν αυτήν τη στιγμή γίνονται πράγματα πίσω από την πλάτη μας, πίσω από την πλάτη της ελληνικής κοινωνίας. 
Να σας πω και κάτι άλλο, επειδή σας εκτιμώ προσωπικά; Δεν εκτιμώ τον Υπουργό Εξωτερικών, διότι αυτός κρατά αυτήν την κρυφή ατζέντα. Δεν είναι δυνατόν να γίνονται τέτοια πράγματα εξωτερικής πολιτικής, που αφορούν τα σύνορά μας, την υπόστασή μας και όλη αυτήν τη σύμπλευση ή –αν θέλετε- τη συσχέτιση της κοινής ζωής που έχουμε στα Βαλκάνια με κάποιες χώρες αυτών των συμπεριφορών όπως των Σκοπίων, κι εμείς να είμαστε σ’ αυτήν την κατάσταση –να την πω αδρανείας, αδιαφορίας, αμηχανίας, ανενέργειας, απραξίας; Πώς να το χαρακτηρίσουμε;
Σίγουρα αυτό που χαρακτηρίζουμε είναι ότι βρισκόμαστε σε μία…
(Στο σημείο αυτό κτυπάει επανειλημμένα το κουδούνι λήξεως του χρόνου ομιλίας του κυρίου Βουλευτή)
Σταματήστε το, εν πάση περιπτώσει, αυτό το πράγμα. Οι άλλοι έχουν ξεφύγει για είκοσι επτά λεπτά.",17459,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13352","
"," Μπορείτε να ζητήσετε λίγο παραπάνω χρόνο.",17460,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13353","
"," Ο συνάδελφός σας τρία λεπτά…",17461,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13354","
"," Ζητήστε το, κύριε Καπερνάρο.",17462,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13355","
"," Να σας ζητάω ένα λεπτό, μισό λεπτό;",17463,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13356","
"," Βεβαίως.",17464,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13357"," 
"," Έτσι σας αρέσει;",17465,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13358"," 
"," Όχι «μου αρέσει», αλλά βάσει του Κανονισμού.",17466,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13359","
"," Σας το ζήτησε προηγουμένως ο συνάδελφός σας ο κ. Κουκουλόπουλος;",17467,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13360","
"," Δεν είναι τι μου αρέσει εμένα, τι λέει ο Κανονισμός. Τα ίδια είπα και στον κ. Κουκουλόπουλο.",17468,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13361","
"," Βρε τι έχουμε πάθει!",17469,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13362","
"," Πρέπει να τηρούμε τον Κανονισμό.
(Στο σημείο αυτό κτυπάει επανειλημμένα το κουδούνι λήξεως του χρόνου ομιλίας του κυρίου Βουλευτή)",17470,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13363","
"," Σας αρέσει να παίζετε με τα κουμπάκια;",17471,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13364","
"," Πρέπει να τηρούμε τον Κανονισμό.",17472,"Chairman","Δριβελέγκας Ιωάννης",75,"",75
"13365","
"," Ποιον Κανονισμό; Ο Κανονισμός είναι για γέλια είπαμε.",17473,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13366","
"," Κατά την άποψή σας!",17474,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13367"," 
"," Ο Κανονισμός, αν ίσχυε, στα τρία λεπτά θα σταματούσατε τον εκάστοτε ομιλητή και θα κλείνατε το μικρόφωνο και όχι να αφήνετε τους δικούς σας…",17475,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13368","
"," «Τρία λεπτά» λέει ο Κανονισμός.",17476,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13369","
"," Ακούστε, δεν έχω να συνεχίσω περαιτέρω, καθώς χρειάζεται παράκληση. Δεν θα σας παρακαλώ εγώ να μου δώσετε χρόνο και χωρίς παράκληση να δίνετε στους συναδέλφους σας τους πασόκους.",17477,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13370","
"," Σε όλους δίνω.",17478,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13371","
"," Σε όλους; Σας παρακάλεσε ο κ. Κουκουλόπουλος και μίλησε τρία λεπτά;",17479,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13372","
"," Βεβαίως! Δεν ακούγατε την παρατήρηση;",17480,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13373","
"," Τρία λεπτά στην πρωτολογία, τρία λεπτά στη δευτερολογία. Έχετε την εντύπωση ότι θα σας παρακαλέσω να μου δώσετε το ένα λεπτό;",17481,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13374","
"," Θέλετε πάντα να δημιουργείτε …",17482,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13375","
"," Δεν σας παρακαλώ και σας χαρίζω τον χρόνο!",17483,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13376","
"," Ευχαριστώ πολύ.",17484,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13377","
"," Το κλείνω μόνος μου το μικρόφωνο.",17485,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13378","
"," Καλά κάνετε! 
Το ίδιο ισχύει και για εσάς. Εγώ είμαι υποχρεωμένος να τηρώ τον Κανονισμό.
Ορίστε, κύριε Υπουργέ, έχετε τον λόγο για τρία λεπτά.",17486,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13379"," "," Δεν συνεχίζω μετά από αυτήν τη χειρίστη συμπεριφορά.",17487,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13380","
"," Ορίστε! Πάλι παραβιάζετε τον Κανονισμό. Χωρίς να σας έχει δοθεί ο λόγος, μιλάτε και μάλιστα καθήμενος. 
Παρακαλώ να μην καταγράφονται στα Πρακτικά αυτά που λέει ο κ. Καπερνάρος.",17488,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
"13381","
"," …",17489,""," ΒΑΣΙΛΕΙΟΣ ΚΑΠΕΡΝΑΡΟΣ",97,"",97
"13382"," 
"," Ορίστε, κύριε Υπουργέ.",17490,"Chairman","ΠΡΟΕΔΡΕΥΩΝ",75,"",75
